unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2021,1,0.0,0.0,300.977,0.0,671.98,7.6875,0.0,104.716,300.977,784.3835,1085.3605,0.0,0.0,0.277306019520703,0.0,0.6191306943637621,0.00708290010554097,0.0,0.09648038600999391,0.277306019520703,0.722693980479297
Gwh,2021,2,0.0,0.0,293.373,0.0,627.77,7.9715,0.0,95.19,293.373,730.9315,1024.3045,0.0,0.0,0.2864119019295532,0.0,0.6128743942841216,0.007782353782493389,0.0,0.09293135000383188,0.2864119019295532,0.7135880980704469
Gwh,2021,3,0.0,0.0,190.171,0.0,873.385,12.8175,0.0,104.886,190.171,991.0885,1181.2595,0.0,0.0,0.1609900280167059,0.0,0.7393675987367722,0.010850706385853406,0.0,0.08879166686066864,0.1609900280167059,0.8390099719832942
Gwh,2021,4,0.0,0.0,41.606,0.0,960.1065,12.8055,0.0,91.275,41.606,1064.187,1105.793,0.0,0.0,0.037625486867795335,0.0,0.8682515624533707,0.011580377159197066,0.0,0.08254257351963705,0.037625486867795335,0.9623745131322047
Gwh,2021,5,0.0,0.0,4.4495,0.0,905.8305,9.275,0.0,89.76,4.4495,1004.8655,1009.315,0.0,0.0,0.004408435424025204,0.0,0.8974705617176005,0.009189400732179746,0.0,0.0889316021261945,0.004408435424025204,0.9955915645759748
Gwh,2021,6,0.0,0.0,96.413,0.0,650.03,3.843,0.0,70.45,96.413,724.323,820.736,0.0,0.0,0.11747139153150343,0.0,0.792008636150967,0.004682382641921398,0.0,0.08583758967560824,0.11747139153150343,0.8825286084684966
Gwh,2021,7,0.0,0.0,162.077,0.0,557.529,6.2685,0.0,61.21,162.077,625.0075,787.0845,0.0,0.0,0.20592071118158214,0.0,0.708347070740181,0.007964202064708428,0.0,0.07776801601352841,0.20592071118158214,0.7940792888184178
Gwh,2021,8,0.0,0.0,14.521,0.0,554.109,8.835,0.0,63.615,14.521,626.559,641.08,0.0,0.0,0.02265083920883509,0.0,0.8643367442440881,0.013781431334622824,0.0,0.09923098521245398,0.02265083920883509,0.9773491607911649
Gwh,2021,9,0.0,0.0,165.795,0.0,547.484,9.8335,0.0,64.068,165.795,621.3855,787.1805,0.0,0.0,0.21061878438299728,0.0,0.6954999520440357,0.012492052331072733,0.0,0.08138921124189433,0.21061878438299728,0.7893812156170026
Gwh,2021,10,0.0,0.0,93.552,0.0,575.391,14.0065,0.0,72.222,93.552,661.6195,755.1715,0.0,0.0,0.12388179373824357,0.0,0.761934209646418,0.01854744253457658,0.0,0.09563655408076177,0.12388179373824357,0.8761182062617564
Gwh,2021,11,0.0,0.0,161.649,0.0,630.8325,11.871,0.0,84.3375,161.649,727.041,888.69,0.0,0.0,0.18189582419066266,0.0,0.7098453904061033,0.01335786382203018,0.0,0.09490092158120379,0.18189582419066266,0.8181041758093374
Gwh,2021,12,0.0,0.0,299.388,0.0,754.1483460000001,11.494654,0.0,86.648,299.388,852.291,1151.679,0.0,0.0,0.25995785283920253,0.0,0.6548251257511859,0.009980779366472776,0.0,0.07523624204313875,0.25995785283920253,0.7400421471607974
