"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","02.01.2015 17:00 - 02.01.2015 18:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","02.01.2015 18:00 - 02.01.2015 19:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","02.01.2015 19:00 - 02.01.2015 20:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","02.01.2015 20:00 - 02.01.2015 21:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","02.01.2015 21:00 - 02.01.2015 22:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","02.01.2015 22:00 - 02.01.2015 23:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","02.01.2015 23:00 - 03.01.2015 00:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","03.01.2015 00:00 - 03.01.2015 01:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","03.01.2015 01:00 - 03.01.2015 02:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","03.01.2015 02:00 - 03.01.2015 03:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","03.01.2015 03:00 - 03.01.2015 04:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","03.01.2015 04:00 - 03.01.2015 05:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","03.01.2015 05:00 - 03.01.2015 06:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","03.01.2015 06:00 - 03.01.2015 07:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","03.01.2015 07:00 - 03.01.2015 08:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","03.01.2015 08:00 - 03.01.2015 09:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","2","n/e","n/e","17"
"Switzerland (CH)","03.01.2015 09:00 - 03.01.2015 10:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","6","n/e","n/e","18"
"Switzerland (CH)","03.01.2015 10:00 - 03.01.2015 11:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","7","n/e","n/e","18"
"Switzerland (CH)","03.01.2015 11:00 - 03.01.2015 12:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","6","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 12:00 - 03.01.2015 13:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","5","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 13:00 - 03.01.2015 14:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","4","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 14:00 - 03.01.2015 15:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","2","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 15:00 - 03.01.2015 16:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 16:00 - 03.01.2015 17:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 17:00 - 03.01.2015 18:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","03.01.2015 18:00 - 03.01.2015 19:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","03.01.2015 19:00 - 03.01.2015 20:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","03.01.2015 20:00 - 03.01.2015 21:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","03.01.2015 21:00 - 03.01.2015 22:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","03.01.2015 22:00 - 03.01.2015 23:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","03.01.2015 23:00 - 04.01.2015 00:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","04.01.2015 00:00 - 04.01.2015 01:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","25"
"Switzerland (CH)","04.01.2015 01:00 - 04.01.2015 02:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","04.01.2015 02:00 - 04.01.2015 03:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","04.01.2015 03:00 - 04.01.2015 04:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","04.01.2015 04:00 - 04.01.2015 05:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","04.01.2015 05:00 - 04.01.2015 06:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","04.01.2015 06:00 - 04.01.2015 07:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","04.01.2015 07:00 - 04.01.2015 08:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","1","n/e","n/e","9"
"Switzerland (CH)","04.01.2015 08:00 - 04.01.2015 09:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","9","n/e","n/e","9"
"Switzerland (CH)","04.01.2015 09:00 - 04.01.2015 10:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","26","n/e","n/e","6"
"Switzerland (CH)","04.01.2015 10:00 - 04.01.2015 11:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","42","n/e","n/e","5"
"Switzerland (CH)","04.01.2015 11:00 - 04.01.2015 12:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","53","n/e","n/e","5"
"Switzerland (CH)","04.01.2015 12:00 - 04.01.2015 13:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","49","n/e","n/e","6"
"Switzerland (CH)","04.01.2015 13:00 - 04.01.2015 14:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","36","n/e","n/e","7"
"Switzerland (CH)","04.01.2015 14:00 - 04.01.2015 15:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","17","n/e","n/e","7"
"Switzerland (CH)","04.01.2015 15:00 - 04.01.2015 16:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","2","n/e","n/e","6"
"Switzerland (CH)","04.01.2015 16:00 - 04.01.2015 17:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","04.01.2015 17:00 - 04.01.2015 18:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","04.01.2015 18:00 - 04.01.2015 19:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","04.01.2015 19:00 - 04.01.2015 20:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","04.01.2015 20:00 - 04.01.2015 21:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","04.01.2015 21:00 - 04.01.2015 22:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","04.01.2015 22:00 - 04.01.2015 23:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","04.01.2015 23:00 - 05.01.2015 00:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","05.01.2015 00:00 - 05.01.2015 01:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","05.01.2015 01:00 - 05.01.2015 02:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","05.01.2015 02:00 - 05.01.2015 03:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","05.01.2015 03:00 - 05.01.2015 04:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","05.01.2015 04:00 - 05.01.2015 05:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","05.01.2015 05:00 - 05.01.2015 06:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","05.01.2015 06:00 - 05.01.2015 07:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","05.01.2015 07:00 - 05.01.2015 08:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","2","n/e","n/e","2"
"Switzerland (CH)","05.01.2015 08:00 - 05.01.2015 09:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","19","n/e","n/e","2"
"Switzerland (CH)","05.01.2015 09:00 - 05.01.2015 10:00 (UTC)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A","n/e","n/e","46","n/e","n/e","2"
