datetime,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],year,month,month_date,weekday,hour,date
2021-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,0,2021-01-01
2021-01-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,1,2021-01-01
2021-01-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,2,2021-01-01
2021-01-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,3,2021-01-01
2021-01-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,4,2021-01-01
2021-01-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,5,2021-01-01
2021-01-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,6,2021-01-01
2021-01-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,7,2021-01-01
2021-01-01 08:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,8,2021-01-01
2021-01-01 09:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,9,2021-01-01
2021-01-01 10:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,10,2021-01-01
2021-01-01 11:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,11,2021-01-01
2021-01-01 12:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,12,2021-01-01
2021-01-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,13,2021-01-01
2021-01-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,14,2021-01-01
2021-01-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,15,2021-01-01
2021-01-01 16:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,16,2021-01-01
2021-01-01 17:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,17,2021-01-01
2021-01-01 18:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,18,2021-01-01
2021-01-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,19,2021-01-01
2021-01-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,20,2021-01-01
2021-01-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,21,2021-01-01
2021-01-01 22:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,22,2021-01-01
2021-01-01 23:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-01,Friday,23,2021-01-01
2021-01-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,0,2021-01-02
2021-01-02 01:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,1,2021-01-02
2021-01-02 02:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,2,2021-01-02
2021-01-02 03:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,3,2021-01-02
2021-01-02 04:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,4,2021-01-02
2021-01-02 05:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,5,2021-01-02
2021-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,6,2021-01-02
2021-01-02 07:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,7,2021-01-02
2021-01-02 08:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,8,2021-01-02
2021-01-02 09:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,9,2021-01-02
2021-01-02 10:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,10,2021-01-02
2021-01-02 11:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,11,2021-01-02
2021-01-02 12:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,12,2021-01-02
2021-01-02 13:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,13,2021-01-02
2021-01-02 14:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,14,2021-01-02
2021-01-02 15:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,15,2021-01-02
2021-01-02 16:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,16,2021-01-02
2021-01-02 17:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,17,2021-01-02
2021-01-02 18:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,18,2021-01-02
2021-01-02 19:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,19,2021-01-02
2021-01-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,20,2021-01-02
2021-01-02 21:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,21,2021-01-02
2021-01-02 22:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,22,2021-01-02
2021-01-02 23:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-02,Saturday,23,2021-01-02
2021-01-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,0,2021-01-03
2021-01-03 01:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,1,2021-01-03
2021-01-03 02:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,2,2021-01-03
2021-01-03 03:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,3,2021-01-03
2021-01-03 04:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,4,2021-01-03
2021-01-03 05:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,5,2021-01-03
2021-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,6,2021-01-03
2021-01-03 07:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,7,2021-01-03
2021-01-03 08:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,8,2021-01-03
2021-01-03 09:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,9,2021-01-03
2021-01-03 10:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,10,2021-01-03
2021-01-03 11:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,11,2021-01-03
2021-01-03 12:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,12,2021-01-03
2021-01-03 13:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,13,2021-01-03
2021-01-03 14:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,14,2021-01-03
2021-01-03 15:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,15,2021-01-03
2021-01-03 16:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,16,2021-01-03
2021-01-03 17:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,17,2021-01-03
2021-01-03 18:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,18,2021-01-03
2021-01-03 19:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,19,2021-01-03
2021-01-03 20:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,20,2021-01-03
2021-01-03 21:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,21,2021-01-03
2021-01-03 22:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,22,2021-01-03
2021-01-03 23:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-03,Sunday,23,2021-01-03
2021-01-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,0,2021-01-04
2021-01-04 01:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,1,2021-01-04
2021-01-04 02:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,2,2021-01-04
2021-01-04 03:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,3,2021-01-04
2021-01-04 04:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,4,2021-01-04
2021-01-04 05:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,5,2021-01-04
2021-01-04 06:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,6,2021-01-04
2021-01-04 07:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,7,2021-01-04
2021-01-04 08:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,8,2021-01-04
2021-01-04 09:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,9,2021-01-04
2021-01-04 10:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,10,2021-01-04
2021-01-04 11:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,11,2021-01-04
2021-01-04 12:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,12,2021-01-04
2021-01-04 13:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,13,2021-01-04
2021-01-04 14:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,14,2021-01-04
2021-01-04 15:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,15,2021-01-04
2021-01-04 16:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,16,2021-01-04
2021-01-04 17:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,17,2021-01-04
2021-01-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,18,2021-01-04
2021-01-04 19:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,19,2021-01-04
2021-01-04 20:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,20,2021-01-04
2021-01-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,21,2021-01-04
2021-01-04 22:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,22,2021-01-04
2021-01-04 23:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-04,Monday,23,2021-01-04
2021-01-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,0,2021-01-05
2021-01-05 01:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,1,2021-01-05
2021-01-05 02:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,2,2021-01-05
2021-01-05 03:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,3,2021-01-05
2021-01-05 04:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,4,2021-01-05
2021-01-05 05:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,5,2021-01-05
2021-01-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,6,2021-01-05
2021-01-05 07:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,7,2021-01-05
2021-01-05 08:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,8,2021-01-05
2021-01-05 09:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,9,2021-01-05
2021-01-05 10:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,10,2021-01-05
2021-01-05 11:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,11,2021-01-05
2021-01-05 12:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,12,2021-01-05
2021-01-05 13:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,13,2021-01-05
2021-01-05 14:00:00,,,,,,,,,,,,,,,,,,,,,,2021,1,01-05,Tuesday,14,2021-01-05
