datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-03-01 00:00:00,10184,NW,1135,967,3822,58,6906,7849,13203
2022-03-01 01:00:00,10233,NW,1141,960,1581,59,8418,8767,15785
2022-03-01 02:00:00,11372,NW,1143,942,103,60,8765,9661,17378
2022-03-01 03:00:00,11591,NW,1145,950,32,59,8839,9397,17622
2022-03-01 04:00:00,11310,NW,1144,967,31,58,8574,9129,17350
2022-03-01 05:00:00,11078,NW,1141,979,31,58,8427,8722,16348
2022-03-01 06:00:00,10346,NW,1146,990,7,60,7956,8538,15463
2022-03-01 07:00:00,10059,NW,1148,983,8,59,7587,8341,13947
2022-03-01 08:00:00,9316,NW,1151,958,-2,57,7405,8360,13115
2022-03-01 09:00:00,9178,NW,1151,991,-1,57,7160,8272,12314
2022-03-01 10:00:00,8959,NW,1150,998,-2,55,6943,8421,11742
2022-03-01 11:00:00,9125,NW,1150,1002,-2,56,6794,8716,11510
2022-03-01 12:00:00,8330,NW,1150,994,-1,58,6960,9377,11924
2022-03-01 13:00:00,7926,NW,1148,993,0,59,7453,9864,12429
2022-03-01 14:00:00,8285,NW,1147,1002,10,59,8472,9856,13648
2022-03-01 15:00:00,7943,NW,1149,1005,761,59,8438,9766,17179
2022-03-01 16:00:00,7230,NW,1154,994,3142,59,7460,8986,17700
2022-03-01 17:00:00,6711,NW,1150,959,4335,58,6262,8450,15954
2022-03-01 18:00:00,6713,NW,1149,965,4494,59,5608,8099,14847
2022-03-01 19:00:00,6303,NW,1145,976,4498,58,5589,8455,14176
2022-03-01 20:00:00,6407,NW,1148,980,4401,58,5474,8637,13628
2022-03-01 21:00:00,6642,NW,1145,964,4434,59,5289,8785,13101
2022-03-01 22:00:00,6708,NW,1145,963,4484,59,5590,8731,13180
2022-03-01 23:00:00,6737,NW,1143,961,4492,55,6133,9002,13213
2022-03-02 00:00:00,6573,NW,1139,983,3969,58,7225,9253,13952
2022-03-02 01:00:00,6415,NW,1143,984,1660,59,8430,9899,17037
2022-03-02 02:00:00,6430,NW,1145,988,68,59,9577,10399,18427
2022-03-02 03:00:00,6378,NW,1150,1051,17,60,9158,10405,19245
2022-03-02 04:00:00,6719,NW,1152,1073,21,60,8685,10273,19121
2022-03-02 05:00:00,6475,NW,1154,1092,22,61,8242,9971,18423
2022-03-02 06:00:00,5964,NW,1154,1090,23,61,7821,9733,17511
2022-03-02 07:00:00,6204,NW,1154,1065,0,61,7479,9387,14870
2022-03-02 08:00:00,6262,NW,1155,1050,-2,60,6996,9045,13832
2022-03-02 09:00:00,6223,NW,1156,1053,-3,60,7037,8921,13233
2022-03-02 10:00:00,6008,NW,1156,1067,-1,60,7108,9378,13108
2022-03-02 11:00:00,5349,NW,1154,1049,0,60,7255,9909,13147
2022-03-02 12:00:00,4803,NW,1154,1027,0,60,7417,10425,13343
2022-03-02 13:00:00,4592,NW,1154,1010,-2,60,7938,10455,14255
2022-03-02 14:00:00,4400,NW,1155,1034,9,59,8650,10641,16344
2022-03-02 15:00:00,3730,NW,1155,1034,777,57,8985,10767,18751
2022-03-02 16:00:00,3224,NW,1154,1034,3110,60,7840,10491,19171
2022-03-02 17:00:00,3136,NW,1154,1029,4300,60,6284,10337,18587
2022-03-02 18:00:00,3460,NW,1154,1025,4573,60,5696,9847,17483
2022-03-02 19:00:00,3507,NW,1153,999,4546,61,5684,9245,16027
2022-03-02 20:00:00,3408,NW,1153,980,4489,61,5520,9410,15799
2022-03-02 21:00:00,3399,NW,1152,966,4490,59,5485,9515,15727
2022-03-02 22:00:00,3554,NW,1152,954,4462,61,5698,9595,15630
2022-03-02 23:00:00,3462,NW,1153,946,4312,61,6220,9893,15906
2022-03-03 00:00:00,3392,NW,1153,946,3384,60,7236,10031,17615
2022-03-03 01:00:00,3277,NW,1154,956,1277,60,8803,10422,20048
2022-03-03 02:00:00,3762,NW,1156,961,73,61,9305,10766,21077
2022-03-03 03:00:00,4339,NW,1155,967,17,61,8904,10809,21032
2022-03-03 04:00:00,4681,NW,1158,961,23,62,8442,10930,20805
2022-03-03 05:00:00,4979,NW,1164,950,23,61,8025,10682,19834
2022-03-03 06:00:00,4738,NW,1164,930,21,60,7639,10468,18376
2022-03-03 07:00:00,4500,NW,1164,950,-1,62,7595,10587,17174
2022-03-03 08:00:00,4670,NW,1158,941,-3,61,7231,10532,15540
2022-03-03 09:00:00,4711,NW,1158,938,0,62,6870,10779,15219
2022-03-03 10:00:00,4921,NW,1157,954,-3,62,6955,10940,14913
2022-03-03 11:00:00,5193,NW,1157,952,-6,61,6851,11039,14568
2022-03-03 12:00:00,4946,NW,1158,963,-1,63,6992,11239,14885
2022-03-03 13:00:00,4508,NW,1159,955,-1,62,7708,11528,15567
2022-03-03 14:00:00,4592,NW,1160,974,13,61,8331,11686,17437
2022-03-03 15:00:00,4317,NW,1160,978,689,61,8357,11736,20252
2022-03-03 16:00:00,4260,NW,1160,1001,2316,60,7836,11628,20531
2022-03-03 17:00:00,4691,NW,1158,987,3484,61,6753,10912,18411
2022-03-03 18:00:00,5471,NW,1157,968,3946,61,6185,10506,17357
2022-03-03 19:00:00,6362,NW,1158,951,3962,61,6128,10045,16352
2022-03-03 20:00:00,6960,NW,1153,919,3987,60,5830,9574,16070
2022-03-03 21:00:00,7505,NW,1152,906,3720,61,5143,9295,15851
2022-03-03 22:00:00,8620,NW,1152,901,3572,61,4951,8376,15847
2022-03-03 23:00:00,9544,NW,1154,904,2739,60,5037,7994,15709
2022-03-04 00:00:00,9948,NW,1154,905,1730,61,5567,8313,15988
2022-03-04 01:00:00,10197,NW,1156,912,791,60,6112,9242,17782
2022-03-04 02:00:00,10898,NW,1156,918,95,61,6835,9933,18592
2022-03-04 03:00:00,11012,NW,1160,936,39,62,6820,10020,19334
2022-03-04 04:00:00,10709,NW,1159,937,37,60,6966,10007,19554
2022-03-04 05:00:00,9991,NW,1158,941,26,60,6792,9566,19102
2022-03-04 06:00:00,9379,NW,1163,946,-1,60,6387,9536,18774
2022-03-04 07:00:00,8571,NW,1163,949,-3,59,6391,9740,17546
2022-03-04 08:00:00,8603,NW,1164,948,-1,60,6010,9629,16539
2022-03-04 09:00:00,7991,NW,1164,961,-2,60,5874,9730,16002
2022-03-04 10:00:00,7470,NW,1167,969,-3,60,5832,10138,15013
2022-03-04 11:00:00,6856,NW,1166,973,-5,61,6271,10566,14901
2022-03-04 12:00:00,6133,NW,1168,973,-2,60,6004,10807,15183
2022-03-04 13:00:00,5114,NW,1167,973,0,61,6829,11423,16001
2022-03-04 14:00:00,4237,NW,1168,990,5,60,8001,11420,18430
2022-03-04 15:00:00,3560,NW,1168,996,359,62,8408,11616,20294
2022-03-04 16:00:00,2759,NW,1168,996,1672,59,8140,11680,20887
2022-03-04 17:00:00,2626,NW,1167,989,2484,58,7076,11444,20779
2022-03-04 18:00:00,2953,NW,1164,982,2559,59,6258,11215,19755
2022-03-04 19:00:00,3495,NW,1165,979,2617,60,5628,10765,19171
2022-03-04 20:00:00,4205,NW,1164,970,2976,59,4801,10323,17976
2022-03-04 21:00:00,4054,NW,1163,967,3243,59,4776,9944,17408
2022-03-04 22:00:00,4261,NW,1162,970,3081,59,4413,9409,16983
2022-03-04 23:00:00,3751,NW,1161,971,3143,59,4761,9382,16587
2022-03-05 00:00:00,3755,NW,1160,956,2774,60,5471,9385,16911
2022-03-05 01:00:00,4259,NW,1160,970,1117,60,6679,10311,19492
2022-03-05 02:00:00,4426,NW,1159,959,59,60,7776,11459,20877
2022-03-05 03:00:00,5589,NW,1160,964,0,58,7359,11174,21468
2022-03-05 04:00:00,5802,NW,1161,974,-3,57,7306,10776,21452
2022-03-05 05:00:00,5568,NW,1162,974,-1,60,7256,10755,20989
2022-03-05 06:00:00,4935,NW,1164,975,-1,60,7241,11131,20497
2022-03-05 07:00:00,5365,NW,1164,963,-4,59,6990,11092,18691
2022-03-05 08:00:00,5359,NW,1164,959,-3,60,6289,10774,17995
2022-03-05 09:00:00,5334,NW,1164,975,1,59,5794,10576,16681
2022-03-05 10:00:00,5636,NW,1164,977,-2,60,5702,10666,15803
2022-03-05 11:00:00,5945,NW,1166,981,-1,59,5627,10758,15763
2022-03-05 12:00:00,6249,NW,1166,985,-1,59,5659,10277,16196
2022-03-05 13:00:00,6303,NW,1166,974,1,61,5832,10187,16778
2022-03-05 14:00:00,6217,NW,1167,982,14,60,6001,10148,18198
2022-03-05 15:00:00,5817,NW,1167,985,420,59,5846,10182,19795
2022-03-05 16:00:00,5640,NW,1166,994,1872,58,4972,10100,19153
