datetime,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],year,month,month_date,weekday,hour,date
2022-01-01 00:00:00,55.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,18.0,,138.0,2022,1,01-01,Saturday,0,2022-01-01
2022-01-01 01:00:00,55.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,18.0,,187.0,2022,1,01-01,Saturday,1,2022-01-01
2022-01-01 02:00:00,54.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,19.0,,221.0,2022,1,01-01,Saturday,2,2022-01-01
2022-01-01 03:00:00,54.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,19.0,,247.0,2022,1,01-01,Saturday,3,2022-01-01
2022-01-01 04:00:00,54.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,19.0,,263.0,2022,1,01-01,Saturday,4,2022-01-01
2022-01-01 05:00:00,54.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,19.0,,251.0,2022,1,01-01,Saturday,5,2022-01-01
2022-01-01 06:00:00,54.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,19.0,,265.0,2022,1,01-01,Saturday,6,2022-01-01
2022-01-01 07:00:00,55.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,14.0,,0.0,19.0,,268.0,2022,1,01-01,Saturday,7,2022-01-01
2022-01-01 08:00:00,55.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,13.0,,0.0,19.0,,317.0,2022,1,01-01,Saturday,8,2022-01-01
2022-01-01 09:00:00,55.0,,,37.0,,1.0,,,,0.0,0.0,24.0,,,,13.0,,0.0,18.0,,344.0,2022,1,01-01,Saturday,9,2022-01-01
