country,year,month,coal,gas,oil,nuclear,hydro,solar,wind,other
Latvia,2010,8,0.133,199.12,0.133,0.0,93.08,0.0,3.109,4.398
Latvia,2010,9,0.088,130.752,0.088,0.0,170.146,0.0,5.181,2.888
Latvia,2010,10,0.153,229.03,0.153,0.0,134.115,0.0,5.181,5.059
Latvia,2010,11,0.16,239.285,0.16,0.0,299.257,0.0,5.181,5.285
Latvia,2010,12,0.239,356.364,0.239,0.0,181.156,0.0,5.181,7.872
Latvia,2011,1,0.261,392.986,0.13,0.0,241.068,0.0,5.921,15.516
Latvia,2011,2,0.249,375.597,0.125,0.0,227.064,0.0,5.921,14.829
Latvia,2011,3,0.248,373.858,0.124,0.0,224.063,0.0,7.895,14.761
Latvia,2011,4,0.044,66.947,0.022,0.0,889.249,0.0,4.935,2.643
Latvia,2011,5,0.072,107.81,0.036,0.0,508.142,0.0,4.935,4.257
Latvia,2011,6,0.069,103.463,0.034,0.0,147.041,0.0,3.948,4.085
Latvia,2011,7,0.102,153.021,0.051,0.0,73.02,0.0,1.974,6.042
Latvia,2011,8,0.106,159.107,0.053,0.0,82.023,0.0,4.935,6.282
Latvia,2011,9,0.062,93.899,0.031,0.0,87.024,0.0,5.921,3.707
Latvia,2011,10,0.104,157.368,0.052,0.0,90.025,0.0,6.908,6.213
Latvia,2011,11,0.185,279.09,0.093,0.0,82.023,0.0,5.921,11.019
Latvia,2011,12,0.18,271.265,0.09,0.0,206.058,0.0,10.856,10.71
Latvia,2012,1,0.236,242.088,0.118,0.0,209.565,0.0,6.283,33.928
Latvia,2012,2,0.294,301.591,0.147,0.0,119.462,0.0,7.33,42.267
Latvia,2012,3,0.186,191.551,0.093,0.0,303.717,0.0,7.33,26.845
Latvia,2012,4,0.04,41.571,0.02,0.0,747.144,0.0,11.519,5.826
Latvia,2012,5,0.052,52.982,0.026,0.0,550.74,0.0,8.377,7.425
Latvia,2012,6,0.079,81.511,0.04,0.0,247.023,0.0,8.377,11.423
Latvia,2012,7,0.108,110.855,0.054,0.0,210.577,0.0,8.377,15.536
Latvia,2012,8,0.116,119.006,0.058,0.0,120.474,0.0,8.377,16.678
Latvia,2012,9,0.091,93.738,0.046,0.0,94.152,0.0,13.613,13.137
Latvia,2012,10,0.132,135.308,0.066,0.0,255.122,0.0,9.425,18.963
Latvia,2012,11,0.059,60.318,0.029,0.0,500.121,0.0,11.519,8.453
Latvia,2012,12,0.252,259.205,0.126,0.0,318.903,0.0,12.566,36.327
Latvia,2013,1,0.341,303.524,0.227,0.0,295.563,0.002,10.162,57.067
Latvia,2013,2,0.304,270.326,0.202,0.0,185.839,0.003,6.097,50.825
Latvia,2013,3,0.317,281.708,0.211,0.0,160.138,0.009,7.113,52.965
Latvia,2013,4,0.107,94.851,0.071,0.0,573.333,0.007,12.194,17.833
Latvia,2013,5,0.056,50.271,0.038,0.0,632.644,0.01,6.097,9.452
Latvia,2013,6,0.062,55.014,0.041,0.0,253.057,0.009,6.097,10.343
Latvia,2013,7,0.172,152.71,0.114,0.0,120.598,0.009,7.113,28.712
Latvia,2013,8,0.22,195.393,0.146,0.0,78.092,0.009,6.097,36.737
Latvia,2013,9,0.254,225.746,0.169,0.0,70.184,0.006,7.113,42.444
Latvia,2013,10,0.415,368.971,0.276,0.0,59.31,0.003,14.226,69.372
Latvia,2013,11,0.289,257.047,0.193,0.0,150.253,0.001,14.226,48.329
Latvia,2013,12,0.15,133.74,0.1,0.0,258.989,0.001,22.355,25.145
Latvia,2014,1,0.0,217.324,0.0,0.0,253.13,0.003,22.08,62.212
Latvia,2014,2,0.0,216.592,0.0,0.0,162.083,0.003,16.56,62.003
Latvia,2014,3,0.0,138.297,0.0,0.0,297.152,0.008,17.94,39.589
Latvia,2014,4,0.0,144.151,0.0,0.0,332.17,0.014,12.42,41.265
Latvia,2014,5,0.0,126.589,0.0,0.0,227.116,0.013,11.04,36.238
Latvia,2014,6,0.0,111.223,0.0,0.0,119.061,0.011,9.66,31.839
Latvia,2014,7,0.0,136.102,0.0,0.0,97.05,0.016,8.28,38.961
Latvia,2014,8,0.0,166.103,0.0,0.0,60.031,0.012,6.9,47.549
Latvia,2014,9,0.0,119.272,0.0,0.0,69.035,0.01,5.52,34.143
Latvia,2014,10,0.0,215.86,0.0,0.0,130.067,0.005,9.66,61.793
Latvia,2014,11,0.0,226.836,0.0,0.0,108.055,0.002,6.9,64.935
Latvia,2014,12,0.0,234.885,0.0,0.0,98.05,0.002,11.04,67.239
Latvia,2015,1,0.0,164.62,0.073,0.0,190.174,0.004,17.947,53.084
Latvia,2015,2,0.0,139.494,0.073,0.0,173.247,0.008,12.962,53.084
Latvia,2015,3,0.0,136.895,0.073,0.0,388.313,0.019,13.959,56.546
Latvia,2015,4,0.0,99.639,0.073,0.0,400.261,0.024,11.965,55.392
Latvia,2015,5,0.0,82.31,0.073,0.0,243.94,0.03,10.968,54.238
Latvia,2015,6,0.0,116.967,0.073,0.0,93.593,0.034,8.973,51.93
Latvia,2015,7,0.0,174.151,0.073,0.0,48.788,0.031,10.968,55.392
Latvia,2015,8,0.0,286.786,0.073,0.0,39.827,0.038,6.979,56.546
Latvia,2015,9,0.0,211.407,0.073,0.0,41.818,0.02,7.976,57.7
Latvia,2015,10,0.0,328.375,0.073,0.0,44.805,0.017,7.976,63.47
Latvia,2015,11,0.0,385.558,0.073,0.0,64.719,0.005,13.959,60.008
Latvia,2015,12,0.0,301.515,0.073,0.0,111.515,0.004,20.938,60.008
Latvia,2016,1,0.0,440.127,0.0,0.0,76.206,0.0,11.155,62.762
Latvia,2016,2,0.0,123.028,0.0,0.0,239.648,0.0,12.169,58.113
Latvia,2016,3,0.0,181.076,0.0,0.0,308.835,0.0,5.07,63.924
Latvia,2016,4,0.0,129.092,0.0,0.0,384.038,0.0,10.141,60.437
Latvia,2016,5,0.0,118.696,0.0,0.0,327.886,0.0,5.07,65.086
Latvia,2016,6,0.0,180.209,0.0,0.0,149.404,0.0,8.113,56.95
Latvia,2016,7,0.0,138.623,0.0,0.0,109.295,0.0,7.099,63.924
Latvia,2016,8,0.0,97.902,0.0,0.0,174.472,0.0,10.141,66.248
Latvia,2016,9,0.0,104.833,0.0,0.0,86.233,0.0,7.099,61.599
Latvia,2016,10,0.0,314.5,0.0,0.0,96.26,0.0,15.211,46.49
Latvia,2016,11,0.0,423.665,0.0,0.0,258.699,0.0,14.197,63.924
Latvia,2016,12,0.0,309.302,0.0,0.0,311.843,0.0,21.296,46.49
Latvia,2017,1,0.0,338.035,0.0,0.0,265.153,0.0,14.242,59.044
Latvia,2017,2,0.0,298.612,0.0,0.0,179.103,0.0,12.207,54.972
Latvia,2017,3,0.0,124.142,0.0,0.0,727.42,0.0,14.242,61.08
Latvia,2017,4,0.0,115.754,0.0,0.0,535.309,0.0,11.19,59.044
Latvia,2017,5,0.0,76.33,0.0,0.0,419.242,0.0,7.121,64.134
Latvia,2017,6,0.0,114.076,0.0,0.0,155.089,0.0,11.19,62.098
Latvia,2017,7,0.0,106.527,0.0,0.0,168.097,0.0,8.138,60.062
Latvia,2017,8,0.0,64.587,0.0,0.0,223.129,0.0,12.207,85.512
Latvia,2017,9,0.0,81.363,0.0,0.0,352.203,0.0,10.173,75.332
Latvia,2017,10,0.0,138.401,0.0,0.0,374.216,0.0,18.311,67.188
Latvia,2017,11,0.0,147.628,0.0,0.0,473.273,0.0,12.207,68.206
Latvia,2017,12,0.0,132.53,0.0,0.0,483.279,0.0,17.294,65.152
Latvia,2018,1,0.0,243.9469,0.0,0.0,530.7945,0.0302,14.098,65.7941
Latvia,2018,2,0.0,359.2186,0.0,0.0,248.9036,0.0577,6.042,62.6611
Latvia,2018,3,0.0,361.0057,0.0,0.0,246.9044,0.1138,10.07,68.9272
Latvia,2018,4,0.0,114.378,0.0,0.0,615.7615,0.1525,12.084,66.8385
Latvia,2018,5,0.0,71.4863,0.0,0.0,280.8912,0.2025,6.042,67.8828
Latvia,2018,6,0.0,129.5689,0.0,0.0,83.9675,0.1827,9.063,67.8828
Latvia,2018,7,0.0,209.9909,0.0,0.0,75.9706,0.1752,6.042,62.6611
Latvia,2018,8,0.0,285.9451,0.0,0.0,64.9748,0.1496,8.056,59.528
Latvia,2018,9,0.0,222.501,0.0,0.0,53.9791,0.103,16.112,64.7498
Latvia,2018,10,0.0,214.4588,0.0,0.0,56.9779,0.0661,16.112,80.4151
Latvia,2018,11,4.2569,294.8809,0.0,0.0,79.969,0.0233,8.056,77.282
Latvia,2018,12,2.1284,320.7947,0.0,0.0,77.9698,0.0164,9.063,84.5925
Latvia,2019,1,0.0,385.6338,0.0,0.0,84.9956,0.0753,13.0419,83.9209
Latvia,2019,2,0.0,214.5492,0.0,0.0,150.9922,0.1412,17.0548,70.9331
Latvia,2019,3,0.0,185.881,0.0,0.0,386.9801,0.2792,20.0645,77.9266
Latvia,2019,4,0.0,111.8985,0.0,0.0,295.9847,0.3764,11.0355,70.9331
Latvia,2019,5,0.0,162.7615,0.0,0.0,171.9911,0.4988,11.0355,61.9416
Latvia,2019,6,0.0,242.2927,0.0,0.0,75.9961,0.4517,7.0226,61.9416
Latvia,2019,7,0.0,211.7749,0.0,0.0,64.9967,0.4329,9.029,53.9492
Latvia,2019,8,0.0,344.9434,0.0,0.0,86.9955,0.367,6.0193,58.9444
Latvia,2019,9,0.0,370.8373,0.0,0.0,76.996,0.2541,13.0419,61.9416
Latvia,2019,10,0.0,250.6157,0.0,0.0,153.9921,0.1631,14.0451,74.9294
Latvia,2019,11,0.0,216.3988,0.0,0.0,270.986,0.0565,11.0355,69.9341
Latvia,2019,12,0.0,176.6332,0.0,0.0,274.9858,0.0408,20.0645,73.9303
Latvia,2020,1,0.0,134.9361,0.0,0.0,395.6953,0.1163,23.8751,68.9704
Latvia,2020,2,0.0,139.7552,0.0,0.0,364.7191,0.2181,22.8803,70.9696
Latvia,2020,3,0.0,91.5638,0.0,0.0,485.626,0.4314,16.9115,75.9674
Latvia,2020,4,0.0,78.0702,0.0,0.0,214.8346,0.5816,14.9219,68.9704
Latvia,2020,5,0.0,141.6829,0.0,0.0,214.8346,0.7707,12.9323,66.9713
Latvia,2020,6,0.0,236.1382,0.0,0.0,167.8707,0.698,5.9688,59.9743
Latvia,2020,7,0.0,75.1787,0.0,0.0,114.9115,0.6689,12.9323,55.976
Latvia,2020,8,0.0,246.7403,0.0,0.0,74.9423,0.5671,4.974,58.9747
Latvia,2020,9,0.0,153.2489,0.0,0.0,109.9154,0.3926,13.9271,56.9756
Latvia,2020,10,0.0,138.7914,0.0,0.0,115.9107,0.252,13.9271,59.9743
Latvia,2020,11,0.0,217.8254,0.0,0.0,147.8861,0.0872,16.9115,69.97
Latvia,2020,12,0.0,236.1382,0.0,0.0,176.8638,0.063,14.9219,73.9683
Latvia,2021,1,0.0,315.1722,0.0,0.0,192.8515,0.1163,8.9532,76.967
Latvia,2021,2,0.0,304.5701,0.0,0.0,194.8499,0.2181,8.9532,69.97
Latvia,2021,3,0.0,210.1148,0.0,0.0,397.6937,0.4314,15.9167,71.9692
Latvia,2021,4,0.0,63.6127,0.0,0.0,510.6068,0.5816,15.9167,61.9734
Latvia,2021,5,0.0,24.0957,0.0,0.0,431.6676,0.7707,10.9428,62.973
Latvia,2021,6,0.0,106.0212,0.0,0.0,185.8569,0.698,3.9792,53.9769
Latvia,2021,7,0.0,165.7786,0.0,0.0,74.9423,0.6689,6.9636,52.9773
Latvia,2021,8,0.0,27.951,0.0,0.0,71.9446,0.5671,9.948,50.9782
Latvia,2021,9,0.0,173.4893,0.0,0.0,80.9377,0.3926,10.9428,49.9786
Latvia,2021,10,0.0,101.2021,0.0,0.0,94.9269,0.252,16.9115,61.9734
Latvia,2021,11,0.0,166.7425,0.0,0.0,171.8676,0.0872,14.9219,66.9713
Latvia,2021,12,0.0,298.7871,0.0,0.0,280.7838,0.063,12.9323,66.9713
Latvia,2022,1,0.0,190.8382,0.0,0.0,233.8199,0.1163,19.8959,67.9709
Latvia,2022,2,0.0,57.8298,0.0,0.0,316.7561,0.2181,19.8959,58.9747
Latvia,2022,3,0.0,22.1681,0.0,0.0,360.7222,0.4314,7.9584,67.9709
Latvia,2022,4,0.0,18.3128,0.0,0.0,566.5637,0.5816,13.9271,57.9752
Lithuania,2010,1,0.0,531.942,108.025,0.0,120.466,0.0,18.583,24.543
Lithuania,2010,2,0.0,460.708,93.559,0.0,103.759,0.0,18.583,21.257
Lithuania,2010,3,0.0,309.914,62.936,0.0,148.603,0.0,18.583,14.299
Lithuania,2010,4,0.0,135.067,27.429,0.0,110.793,0.0,18.583,6.232
Lithuania,2010,5,0.0,151.719,30.81,0.0,98.483,0.0,18.583,7.0
Lithuania,2010,6,0.0,124.891,25.362,0.0,99.362,0.0,18.583,5.762
Lithuania,2010,7,0.0,166.521,33.816,0.0,74.741,0.0,18.583,7.683
Lithuania,2010,8,0.0,177.622,36.071,0.0,63.31,0.0,18.583,8.195
Lithuania,2010,9,0.0,132.292,26.865,0.0,100.241,0.0,18.583,6.104
Lithuania,2010,10,0.0,197.05,40.016,0.0,104.638,0.0,18.583,9.092
Lithuania,2010,11,0.0,215.552,43.773,0.0,127.5,0.0,18.583,9.945
Lithuania,2010,12,0.0,284.936,57.864,0.0,123.103,0.0,18.583,13.147
Lithuania,2011,1,0.0,279.21,21.872,0.0,99.579,0.0,37.244,16.43
Lithuania,2011,2,0.0,267.023,20.917,0.0,102.397,0.0,43.451,15.713
Lithuania,2011,3,0.0,254.835,19.963,0.0,104.276,0.0,45.934,14.996
Lithuania,2011,4,0.0,120.77,9.461,0.0,97.7,0.0,31.037,7.107
Lithuania,2011,5,0.0,62.047,4.86,0.0,86.427,0.0,29.795,3.651
Lithuania,2011,6,0.0,172.845,13.54,0.0,62.002,0.0,24.829,10.171
Lithuania,2011,7,0.0,161.765,12.672,0.0,62.941,0.0,17.381,9.519
Lithuania,2011,8,0.0,142.929,11.196,0.0,88.306,0.0,33.52,8.411
Lithuania,2011,9,0.0,208.3,16.317,0.0,79.851,0.0,39.727,12.258
Lithuania,2011,10,0.0,207.192,16.231,0.0,85.487,0.0,49.659,12.192
Lithuania,2011,11,0.0,195.004,15.276,0.0,86.427,0.0,39.727,11.475
Lithuania,2011,12,0.0,289.182,22.653,0.0,83.608,0.0,80.696,17.017
Lithuania,2012,1,0.0,271.259,22.613,0.0,91.771,0.034,43.659,20.54
Lithuania,2012,2,0.0,275.677,22.981,0.0,88.329,0.098,42.567,20.874
Lithuania,2012,3,0.0,191.737,15.984,0.0,59.651,0.208,44.75,14.518
Lithuania,2012,4,0.0,96.31,8.029,0.0,53.915,0.309,37.11,7.293
Lithuania,2012,5,0.0,69.803,5.819,0.0,53.915,0.394,26.195,5.286
Lithuania,2012,6,0.0,168.764,14.069,0.0,72.269,0.323,33.835,12.779
Lithuania,2012,7,0.0,172.298,14.363,0.0,68.828,0.348,29.47,13.047
Lithuania,2012,8,0.0,289.814,24.16,0.0,79.152,0.261,36.018,21.945
Lithuania,2012,9,0.0,356.966,29.757,0.0,67.681,0.197,56.756,27.03
Lithuania,2012,10,0.0,234.148,19.519,0.0,84.888,0.117,49.116,17.73
Lithuania,2012,11,0.0,191.737,15.984,0.0,95.212,0.017,61.122,14.518
Lithuania,2012,12,0.0,280.095,23.349,0.0,104.389,0.01,76.402,21.209
Lithuania,2013,1,0.0,232.494,21.583,0.0,102.291,0.903,51.0,37.404
Lithuania,2013,2,0.0,193.319,17.947,0.0,76.217,1.292,40.0,31.102
Lithuania,2013,3,0.0,228.236,21.188,0.0,78.223,5.029,63.0,36.719
Lithuania,2013,4,0.0,137.964,12.808,0.0,125.357,5.029,55.0,22.196
Lithuania,2013,5,0.0,53.652,4.981,0.0,109.311,7.011,31.0,8.632
Lithuania,2013,6,0.0,65.575,6.088,0.0,99.283,6.668,26.0,10.55
Lithuania,2013,7,0.0,142.222,13.203,0.0,69.197,5.448,37.0,22.881
Lithuania,2013,8,0.0,246.12,22.848,0.0,53.151,6.21,31.0,39.597
Lithuania,2013,9,0.0,253.785,23.56,0.0,77.22,3.81,39.0,40.83
Lithuania,2013,10,0.0,200.132,18.579,0.0,74.211,1.795,60.0,32.198
Lithuania,2013,11,0.0,81.756,7.59,0.0,91.26,0.846,64.0,13.153
Lithuania,2013,12,0.0,160.106,14.863,0.0,97.277,0.739,103.0,25.758
Lithuania,2014,1,0.18,157.826,14.438,0.0,103.0,1.89,94.445,36.095
Lithuania,2014,2,0.154,134.54,12.308,0.0,80.0,2.6,61.289,30.77
Lithuania,2014,3,0.137,119.879,10.967,0.0,95.0,6.32,61.289,27.416
Lithuania,2014,4,0.063,55.196,5.049,0.0,78.0,10.255,39.185,12.623
Lithuania,2014,5,0.056,49.159,4.497,0.0,89.0,9.599,39.185,11.243
Lithuania,2014,6,0.141,123.328,11.282,0.0,84.0,8.168,36.171,28.205
Lithuania,2014,7,0.221,193.186,17.673,0.0,80.0,11.567,36.171,44.182
Lithuania,2014,8,0.204,178.524,16.332,0.0,75.0,8.109,46.218,40.829
Lithuania,2014,9,0.226,197.498,18.067,0.0,85.0,7.512,37.175,45.168
Lithuania,2014,10,0.139,121.603,11.124,0.0,95.0,4.239,59.28,27.811
Lithuania,2014,11,0.131,114.704,10.493,0.0,94.0,1.538,44.209,26.233
Lithuania,2014,12,0.157,137.127,12.545,0.0,113.0,1.186,81.384,31.361
Lithuania,2015,1,0.0,132.154,18.364,0.0,100.9,1.158,89.444,29.783
Lithuania,2015,2,0.0,121.397,16.869,0.0,86.914,2.511,59.294,27.359
Lithuania,2015,3,0.0,129.849,18.044,0.0,88.912,6.38,68.339,29.264
Lithuania,2015,4,0.0,120.629,16.762,0.0,90.91,8.152,71.354,27.186
Lithuania,2015,5,0.0,188.242,26.158,0.0,71.929,9.274,50.249,42.423
Lithuania,2015,6,0.0,182.864,25.411,0.0,84.916,10.515,37.185,41.211
Lithuania,2015,7,0.0,172.875,24.023,0.0,83.917,9.865,54.269,38.96
Lithuania,2015,8,0.0,170.57,23.702,0.0,58.942,11.519,40.2,38.441
Lithuania,2015,9,0.0,175.949,24.45,0.0,86.914,5.966,41.204,39.653
Lithuania,2015,10,0.0,165.192,22.955,0.0,66.934,5.104,55.274,37.229
Lithuania,2015,11,0.0,112.945,15.695,0.0,86.914,1.654,96.479,25.454
Lithuania,2015,12,0.0,142.91,19.859,0.0,100.9,1.217,142.708,32.207
Lithuania,2016,1,0.0,105.191,23.577,0.0,90.763,1.648,97.858,46.835
Lithuania,2016,2,0.0,63.115,14.146,0.0,120.359,2.493,111.249,28.101
Lithuania,2016,3,0.0,56.102,12.575,0.0,103.588,5.078,64.895,24.978
Lithuania,2016,4,0.0,54.189,12.146,0.0,80.897,7.114,82.407,24.127
Lithuania,2016,5,0.0,63.115,14.146,0.0,76.951,11.22,53.564,28.101
Lithuania,2016,6,0.0,87.34,19.576,0.0,84.844,10.237,62.835,38.887
Lithuania,2016,7,0.0,53.552,12.003,0.0,58.206,8.733,62.835,23.843
Lithuania,2016,8,0.0,38.889,8.716,0.0,74.978,7.865,87.557,17.315
Lithuania,2016,9,0.0,82.878,18.576,0.0,78.924,6.94,57.685,36.9
Lithuania,2016,10,0.0,45.902,10.288,0.0,79.91,2.736,151.422,20.437
Lithuania,2016,11,0.0,138.342,31.008,0.0,77.937,1.301,131.851,61.594
Lithuania,2016,12,0.0,93.716,21.005,0.0,99.642,1.116,165.843,41.725
Lithuania,2017,1,0.0,51.549,8.38,0.0,90.92,0.839,108.488,41.991
Lithuania,2017,2,0.0,39.851,5.087,0.0,82.706,2.231,128.521,37.36
Lithuania,2017,3,0.0,53.006,10.162,0.0,104.168,5.302,108.151,34.158
Lithuania,2017,4,0.0,44.922,6.852,0.0,90.653,7.532,102.909,36.391
Lithuania,2017,5,0.0,87.856,10.14,0.0,90.449,11.904,79.197,50.307
Lithuania,2017,6,0.0,43.52,11.161,0.0,100.286,9.861,108.694,22.305
Lithuania,2017,7,0.0,11.509,9.683,0.0,86.091,9.626,84.731,28.377
Lithuania,2017,8,0.0,25.863,9.258,0.0,95.2,9.254,87.434,31.658
Lithuania,2017,9,0.0,34.73,19.536,0.0,97.981,5.722,97.78,49.53
Lithuania,2017,10,0.0,42.177,10.397,0.0,108.3,3.021,174.657,31.857
Lithuania,2017,11,0.0,47.615,10.092,0.0,112.086,1.114,128.225,38.592
Lithuania,2017,12,0.0,43.44,11.683,0.0,105.761,0.594,147.414,40.82
Lithuania,2018,1,0.0,37.397,9.6829,0.0,108.0038,0.9489,138.8125,49.761
Lithuania,2018,2,0.0,32.9086,7.4649,0.0,94.5655,2.4256,56.5866,44.1518
Lithuania,2018,3,0.0,45.107,6.4547,0.0,86.5844,6.8557,99.536,41.2008
Lithuania,2018,4,0.0,33.8719,8.3703,0.0,78.935,9.9705,134.6223,36.8491
Lithuania,2018,5,0.0,48.4565,14.2884,0.0,85.5896,14.3043,69.0154,28.57
Lithuania,2018,6,0.0,2.562,10.5009,0.0,54.4818,12.2149,77.2006,29.0842
Lithuania,2018,7,0.0,18.524,13.0754,0.0,44.7089,10.5894,61.5148,35.4384
Lithuania,2018,8,0.0,22.2185,12.9793,0.0,68.771,10.4313,70.7601,34.8236
Lithuania,2018,9,0.0,14.0265,8.0347,0.0,91.5868,8.2392,112.8154,34.4586
Lithuania,2018,10,0.0,20.7686,5.4567,0.0,107.4267,6.0409,136.8596,41.5587
Lithuania,2018,11,0.0,2.3082,8.0662,0.0,59.3752,1.3678,83.1536,40.2102
Lithuania,2018,12,0.0,3.6314,7.7236,0.0,60.6713,0.4116,96.6231,47.1287
Lithuania,2019,1,0.0,32.943,4.9309,0.0,78.0704,0.5795,132.0337,44.6799
Lithuania,2019,2,0.0,52.0427,2.9892,0.0,70.4203,3.2621,154.7351,40.044
Lithuania,2019,3,0.0,39.5691,2.3158,0.0,67.8044,6.0885,179.3717,44.1128
Lithuania,2019,4,0.0,38.1669,3.9828,0.0,57.5397,12.9806,119.1899,36.4177
Lithuania,2019,5,0.0,52.7071,2.5317,0.0,65.7183,10.9013,102.4014,26.0238
Lithuania,2019,6,0.0,31.8096,5.0306,0.0,78.4642,13.9665,104.0257,28.9105
Lithuania,2019,7,0.0,29.9454,3.6687,0.0,101.306,11.6144,99.6918,25.6435
Lithuania,2019,8,0.0,26.6762,6.5348,0.0,109.1416,10.8662,48.7803,38.2284
Lithuania,2019,9,0.0,41.2174,6.0762,0.0,98.1656,7.6969,118.179,37.0303
Lithuania,2019,10,0.0,49.0634,7.452,0.0,80.6311,4.3012,121.9004,42.6938
Lithuania,2019,11,0.0,29.7561,4.9206,0.0,48.3877,1.0753,134.7543,47.9181
Lithuania,2019,12,0.0,30.6632,8.3175,0.0,70.9506,0.7674,175.0367,51.0149
Lithuania,2020,1,0.0,29.159,13.4771,0.0,80.4011,1.5073,186.1915,53.6044
Lithuania,2020,2,0.0,59.4213,10.1734,0.0,97.6873,3.8126,190.0519,48.6515
Lithuania,2020,3,0.0,43.942,8.3298,0.0,102.0311,10.1714,123.1614,52.5408
Lithuania,2020,4,0.0,39.7839,9.8851,0.0,70.1752,13.7712,137.1767,50.1954
Lithuania,2020,5,0.0,107.0707,12.6642,0.0,65.1247,16.1519,115.6426,42.6846
Lithuania,2020,6,0.0,203.277,9.0967,0.0,75.991,15.3657,60.8627,34.5048
Lithuania,2020,7,0.0,204.7598,6.2547,0.0,71.4567,14.9357,97.505,44.1676
Lithuania,2020,8,0.0,253.3658,8.1627,0.0,73.695,13.9264,44.1572,36.7889
Lithuania,2020,9,0.0,207.5012,7.8697,0.0,72.5443,11.3344,116.7258,37.3398
Lithuania,2020,10,0.0,141.3847,5.5629,0.0,59.1537,4.5884,123.7634,40.0944
Lithuania,2020,11,0.0,124.397,10.0967,0.0,81.2577,1.726,133.3694,54.0853
Lithuania,2020,12,0.0,154.1056,12.2992,0.0,78.6159,0.9088,162.8688,54.0166
Lithuania,2021,1,0.0,111.391,5.6872,0.0,90.2873,0.5468,99.303,50.05
Lithuania,2021,2,0.0,113.1763,5.5537,0.0,88.4067,4.1096,104.1881,42.6698
Lithuania,2021,3,0.0,98.9421,2.5629,0.0,102.4521,8.1247,129.0093,50.7479
Lithuania,2021,4,0.0,82.3454,0.9601,0.0,107.0455,11.2162,127.2723,47.066
Lithuania,2021,5,0.0,63.2175,2.5782,0.0,104.6892,14.3653,113.7232,34.8451
Lithuania,2021,6,0.0,169.7131,4.135,0.0,62.0505,17.7715,50.6175,24.502
Lithuania,2021,7,0.0,110.8883,7.4909,0.0,57.9911,16.6085,59.5296,39.2456
Lithuania,2021,8,0.0,59.632,12.7885,0.0,64.0605,10.8512,96.06,38.565
Lithuania,2021,9,0.0,167.2972,11.3989,0.0,73.4453,9.8241,112.0992,41.6611
Lithuania,2021,10,0.0,50.6351,10.5016,0.0,98.0595,7.7021,170.8628,47.9355
Lithuania,2021,11,0.0,17.7578,9.7148,0.0,106.9598,2.1383,160.7707,49.1043
Lithuania,2021,12,0.0,73.5735,24.8515,0.0,114.9674,0.6502,130.7964,44.9459
Lithuania,2022,1,0.0,21.7537,38.0893,0.0,119.638,1.6832,207.9212,37.7245
Lithuania,2022,2,0.0,16.0422,9.4433,0.0,106.3004,3.9633,216.5452,24.1002
Lithuania,2022,3,0.0,72.8538,28.7994,0.0,114.2958,14.1569,89.1919,24.9382
Lithuania,2022,4,0.0,17.7317,19.7318,0.0,78.348,13.489,155.1826,35.4091
Luxembourg,2010,1,0.0,253.764,0.046,0.0,121.16,0.59,3.012,7.322
Luxembourg,2010,2,0.0,240.896,0.044,0.0,108.78,1.011,6.298,6.951
Luxembourg,2010,3,0.0,253.857,0.046,0.0,108.212,1.995,7.716,7.325
Luxembourg,2010,4,0.0,235.194,0.043,0.0,134.915,2.533,4.581,6.786
Luxembourg,2010,5,0.0,167.794,0.031,0.0,161.09,2.6,3.911,4.842
Luxembourg,2010,6,0.0,240.6,0.044,0.0,115.697,2.668,3.067,6.942
Luxembourg,2010,7,0.0,248.433,0.045,0.0,87.253,2.712,4.581,7.168
Luxembourg,2010,8,0.0,226.152,0.041,0.0,84.137,2.488,3.911,6.526
Luxembourg,2010,9,0.0,236.179,0.043,0.0,97.641,2.033,3.067,6.815
Luxembourg,2010,10,0.0,274.057,0.05,0.0,117.377,1.365,5.977,7.908
Luxembourg,2010,11,0.0,239.521,0.044,0.0,154.771,0.63,5.977,6.911
Luxembourg,2010,12,0.0,280.741,0.051,0.0,166.197,0.522,2.988,8.101
Luxembourg,2011,1,0.0,236.101,0.049,0.0,154.378,0.718,3.203,9.379
Luxembourg,2011,2,0.0,220.094,0.046,0.0,149.366,1.231,4.27,8.743
Luxembourg,2011,3,0.0,236.101,0.049,0.0,147.361,2.429,6.405,9.379
Luxembourg,2011,4,0.0,246.105,0.051,0.0,126.309,3.084,4.27,9.777
Luxembourg,2011,5,0.0,227.097,0.047,0.0,50.123,3.165,4.27,9.022
Luxembourg,2011,6,0.0,240.103,0.05,0.0,2.005,3.247,5.338,9.538
Luxembourg,2011,7,0.0,213.091,0.044,0.0,49.12,3.302,4.27,8.465
Luxembourg,2011,8,0.0,51.022,0.011,0.0,82.201,3.029,4.27,2.027
Luxembourg,2011,9,0.0,35.015,0.007,0.0,80.197,2.475,5.338,1.391
